date,trs_score,rationale,article_count,country_mention_count,risk_signal_count,positive_signal_count
2018.08.29,39.2,baseline,9,2,1,1
2018.08.30,37.5,baseline,3,1,0,0
2018.08.31,28.5,baseline,11,2,1,1
2018.09.01,56.3,baseline,7,1,1,1
2018.09.02,115.7,baseline,9,2,1,0
2018.09.03,71.1,baseline,5,2,0,1
2018.09.04,69.7,baseline,9,2,1,1
2018.09.05,85.6,baseline,2,0,0,1
2018.09.06,38.0,baseline,10,1,0,0
2018.09.07,0.0,baseline,6,1,1,0
2018.09.08,0.0,baseline,7,1,0,0
2018.09.09,6.4,baseline,9,2,2,0
2018.09.10,20.7,baseline,9,2,0,0
2018.09.11,42.5,baseline,8,2,1,2
2018.09.12,56.4,baseline,11,1,0,1
2018.09.13,48.7,baseline,6,1,1,0
2018.09.14,55.2,baseline,9,1,0,0
2018.09.15,86.7,baseline,9,2,1,0
2018.09.16,63.5,baseline,10,4,1,0
2018.09.17,32.2,baseline,7,3,1,0
2018.09.18,72.8,baseline,5,1,1,0
2018.09.19,118.1,baseline,6,2,0,0
2018.09.20,126.7,baseline,4,1,0,0
2018.09.21,52.7,baseline,9,0,1,1
2018.09.22,89.2,baseline,11,1,0,1
2018.09.23,28.4,baseline,4,1,0,0
2018.09.24,71.1,baseline,6,0,0,1
2018.09.25,136.4,baseline,4,1,0,0
2018.09.26,99.1,baseline,5,3,1,1
2018.09.27,154.7,low risk,5,1,1,0
2018.09.28,182.6,low risk,9,1,1,1
2018.09.29,182.7,low risk,8,1,1,0
2018.09.30,197.1,low risk,4,1,0,0
2018.10.01,190.4,low risk,8,2,2,0
2018.10.02,199.9,low risk,3,0,0,0
2018.10.03,229.8,low risk,6,1,0,0
2018.10.04,185.3,low risk,8,0,1,0
2018.10.05,224.2,low risk,11,3,0,2
2018.10.06,229.2,low risk,5,1,0,2
2018.10.07,148.7,baseline,8,2,1,0
2018.10.08,173.2,low risk,10,2,0,0
2018.10.09,103.1,baseline,7,2,0,2
2018.10.10,80.8,baseline,8,0,0,0
2018.10.11,104.5,baseline,11,3,0,1
2018.10.12,156.2,low risk,5,1,0,1
2018.10.13,154.6,low risk,7,2,0,1
2018.10.14,109.0,baseline,7,0,2,0
2018.10.15,161.0,low risk,9,0,1,1
2018.10.16,200.8,low risk,8,0,0,0
2018.10.17,131.9,baseline,8,2,0,0
2018.10.18,122.9,baseline,10,2,2,1
2018.10.19,127.6,baseline,9,3,0,1
2018.10.20,123.9,baseline,7,4,0,1
2018.10.21,145.2,baseline,13,3,0,2
2018.10.22,127.1,baseline,9,2,0,3
2018.10.23,168.0,low risk,6,2,0,0
2018.10.24,186.4,low risk,9,4,0,1
2018.10.25,191.0,low risk,8,1,0,2
2018.10.26,196.6,low risk,5,2,0,1
2018.10.27,215.6,low risk,10,0,0,2
2018.10.28,174.7,low risk,8,1,1,2
2018.10.29,200.6,low risk,11,0,0,1
2018.10.30,160.2,low risk,10,2,0,2
2018.10.31,137.7,baseline,12,3,1,2
2018.11.01,145.4,baseline,14,3,2,3
2018.11.02,86.4,baseline,11,4,1,0
2018.11.03,131.4,baseline,7,2,0,1
2018.11.04,101.8,baseline,8,3,0,2
2018.11.05,111.6,baseline,11,0,0,1
2018.11.06,82.4,baseline,8,3,0,0
2018.11.07,131.7,baseline,11,1,1,0
2018.11.08,45.4,baseline,4,1,0,0
2018.11.09,112.2,baseline,11,5,1,0
2018.11.10,109.1,baseline,11,1,0,1
2018.11.11,73.3,baseline,7,3,0,0
2018.11.12,92.6,baseline,14,4,1,0
2018.11.13,61.5,baseline,8,5,1,1
2018.11.14,37.9,baseline,5,1,1,2
2018.11.15,72.4,baseline,9,4,0,0
2018.11.16,98.3,baseline,5,0,0,1
2018.11.17,83.7,baseline,4,1,0,1
2018.11.18,47.5,baseline,8,2,0,0
2018.11.19,71.9,baseline,9,1,0,1
2018.11.20,102.3,baseline,8,2,1,1
2018.11.21,44.4,baseline,12,1,0,0
2018.11.22,85.2,baseline,12,1,0,0
2018.11.23,104.2,baseline,7,1,1,0
2018.11.24,121.5,baseline,7,5,0,2
2018.11.25,72.6,baseline,7,2,0,1
2018.11.26,42.3,baseline,13,4,0,1
2018.11.27,77.2,baseline,5,2,0,0
2018.11.28,24.0,baseline,5,0,0,2
2018.11.29,17.2,baseline,6,2,0,0
2018.11.30,29.6,baseline,4,3,0,1
2018.12.01,0.0,baseline,8,6,1,1
2018.12.02,36.9,baseline,9,2,0,1
2018.12.03,45.8,baseline,9,3,0,2
2018.12.04,64.9,baseline,14,5,2,1
2018.12.05,52.4,baseline,7,0,1,1
2018.12.06,102.2,baseline,12,1,1,0
2018.12.07,135.6,baseline,5,1,2,1
2018.12.08,163.6,low risk,7,2,0,0
2018.12.09,157.5,low risk,8,1,1,1
2018.12.10,167.9,low risk,7,1,1,0
2018.12.11,146.9,baseline,9,2,1,0
2018.12.12,109.7,baseline,6,3,1,0
2018.12.13,97.7,baseline,6,1,0,2
2018.12.14,67.5,baseline,10,0,0,1
2018.12.15,5.0,baseline,7,1,0,0
2018.12.16,11.6,baseline,8,2,0,0
2018.12.17,0.0,baseline,8,1,1,2
2018.12.18,0.0,baseline,9,1,0,0
2018.12.19,33.7,baseline,6,1,0,0
2018.12.20,24.7,baseline,4,1,0,0
2018.12.21,76.1,baseline,6,2,1,1
2018.12.22,87.5,baseline,6,2,0,0
2018.12.23,129.4,baseline,15,2,0,0
2018.12.24,132.9,baseline,11,3,0,0
2018.12.25,169.3,low risk,13,1,1,2
2018.12.26,176.0,low risk,9,2,0,0
2018.12.27,185.6,low risk,11,5,1,0
2018.12.28,145.5,baseline,7,1,0,1
2018.12.29,48.2,baseline,6,1,0,0
2018.12.30,70.2,baseline,6,1,0,0
2018.12.31,126.6,baseline,7,0,0,2
2019.01.01,83.9,baseline,9,1,1,2
2019.01.02,73.3,baseline,19,6,2,2
2019.01.03,118.7,baseline,12,5,0,5
2019.01.04,87.9,baseline,4,2,0,2
2019.01.05,98.5,baseline,13,6,0,1
2019.01.06,128.4,baseline,9,4,1,1
2019.01.07,180.5,low risk,5,0,0,1
2019.01.08,173.9,low risk,9,4,1,1
2019.01.09,96.3,baseline,11,3,0,0
2019.01.10,129.1,baseline,5,2,1,0
2019.01.11,113.6,baseline,2,0,0,1
2019.01.12,99.9,baseline,9,2,1,1
2019.01.13,114.8,baseline,11,2,0,1
2019.01.14,103.2,baseline,8,1,0,2
2019.01.15,128.8,baseline,7,1,1,0
2019.01.16,55.6,baseline,7,0,1,0
2019.01.17,61.6,baseline,8,1,0,0
2019.01.18,143.9,baseline,12,2,0,1
2019.01.19,143.9,baseline,11,3,0,1
2019.01.20,124.1,baseline,10,0,0,1
2019.01.21,136.6,baseline,5,3,1,1
2019.01.22,82.9,baseline,5,0,0,1
2019.01.23,118.8,baseline,12,4,0,1
2019.01.24,144.2,baseline,5,2,0,1
2019.01.25,171.1,low risk,7,2,1,0
2019.01.26,161.3,low risk,14,4,0,1
2019.01.27,118.7,baseline,6,4,0,0
2019.01.28,68.3,baseline,15,3,1,2
2019.01.29,77.4,baseline,11,2,0,1
2019.01.30,103.0,baseline,5,1,0,1
2019.01.31,56.1,baseline,11,2,0,3
2019.02.01,76.7,baseline,11,1,0,1
2019.02.02,64.9,baseline,6,4,0,0
2019.02.03,110.3,baseline,5,0,0,0
2019.02.04,130.3,baseline,6,3,0,0
2019.02.05,132.7,baseline,7,3,1,0
2019.02.06,152.6,low risk,7,4,0,1
2019.02.07,101.4,baseline,6,0,0,0
2019.02.08,94.1,baseline,12,4,1,3
2019.02.09,37.4,baseline,7,5,0,0
2019.02.10,92.5,baseline,7,4,0,1
2019.02.11,55.8,baseline,10,3,0,1
2019.02.12,41.7,baseline,12,5,1,1
2019.02.13,75.3,baseline,16,6,0,1
2019.02.14,149.0,baseline,4,3,0,0
2019.02.15,145.0,baseline,10,5,0,1
2019.02.16,123.8,baseline,8,1,0,1
2019.02.17,136.2,baseline,6,2,0,0
2019.02.18,188.4,low risk,12,2,1,3
2019.02.19,154.0,low risk,6,1,0,1
2019.02.20,162.2,low risk,10,3,0,2
2019.02.21,210.4,low risk,5,1,0,1
2019.02.22,208.4,low risk,7,0,0,1
2019.02.23,186.2,low risk,11,4,0,0
2019.02.24,212.0,low risk,5,2,1,1
2019.02.25,164.4,low risk,7,1,0,1
2019.02.26,171.9,low risk,3,0,0,0
2019.02.27,173.4,low risk,6,2,2,1
2019.02.28,166.8,low risk,9,2,0,0
2019.03.01,143.8,baseline,6,1,0,1
2019.03.02,152.7,low risk,5,1,0,0
2019.03.03,110.1,baseline,14,3,0,2
2019.03.04,63.7,baseline,7,4,0,0
2019.03.05,34.0,baseline,9,3,0,1
2019.03.06,72.7,baseline,12,5,1,1
2019.03.07,103.3,baseline,7,4,0,1
2019.03.08,75.0,baseline,14,3,1,1
2019.03.09,98.7,baseline,9,5,1,2
2019.03.10,91.9,baseline,8,1,0,2
2019.03.11,46.2,baseline,9,3,0,2
2019.03.12,81.8,baseline,10,2,0,1
2019.03.13,86.1,baseline,7,2,0,0
2019.03.14,81.9,baseline,4,1,1,1
2019.03.15,38.9,baseline,4,0,0,0
2019.03.16,70.4,baseline,4,1,1,1
2019.03.17,76.3,baseline,9,2,0,1
2019.03.18,83.2,baseline,5,1,0,1
2019.03.19,123.6,baseline,6,3,1,1
2019.03.20,125.9,baseline,9,4,0,0
2019.03.21,139.7,baseline,4,1,0,3
2019.03.22,150.9,low risk,5,2,0,0
2019.03.23,112.8,baseline,9,2,1,1
2019.03.24,144.4,baseline,9,4,0,1
2019.03.25,150.3,low risk,10,2,0,0
2019.03.26,103.0,baseline,7,2,1,1
2019.03.27,113.8,baseline,4,0,0,0
2019.03.28,98.3,baseline,7,2,0,0
2019.03.29,77.5,baseline,13,3,0,0
2019.03.30,99.8,baseline,10,3,0,1
2019.03.31,109.2,baseline,17,4,0,1
2019.04.01,144.1,baseline,6,1,0,1
2019.04.02,208.6,low risk,9,0,0,2
2019.04.03,203.2,low risk,10,3,0,1
2019.04.04,184.5,low risk,14,3,1,2
2019.04.05,209.2,low risk,7,3,0,2
2019.04.06,220.3,low risk,13,1,1,0
2019.04.07,148.0,baseline,7,2,1,0
2019.04.08,115.1,baseline,8,3,0,0
2019.04.09,117.4,baseline,7,4,0,3
2019.04.10,102.1,baseline,10,0,2,0
2019.04.11,103.8,baseline,5,1,0,0
2019.04.12,69.9,baseline,4,2,2,0
2019.04.13,42.4,baseline,7,1,0,0
2019.04.14,57.3,baseline,5,2,0,0
2019.04.15,90.5,baseline,7,2,1,2
2019.04.16,98.2,baseline,9,2,0,0
2019.04.17,29.5,baseline,15,3,0,0
2019.04.18,70.1,baseline,8,2,0,1
2019.04.19,55.9,baseline,8,2,0,0
2019.04.20,98.6,baseline,8,2,0,0
2019.04.21,98.4,baseline,9,0,1,0
2019.04.22,108.9,baseline,7,1,0,1
2019.04.23,156.7,low risk,4,1,0,0
2019.04.24,158.3,low risk,9,3,0,1
2019.04.25,107.7,baseline,8,2,1,1
2019.04.26,106.5,baseline,8,2,1,1
2019.04.27,36.2,baseline,5,3,0,0
2019.04.28,32.6,baseline,9,3,2,1
2019.04.29,33.0,baseline,6,1,0,0
2019.04.30,33.0,baseline,6,2,0,1
2019.05.01,98.3,baseline,6,0,1,0
2019.05.02,87.2,baseline,11,4,0,0
2019.05.03,115.2,baseline,3,0,0,0
2019.05.04,118.7,baseline,8,3,1,0
2019.05.05,141.9,baseline,3,0,0,0
2019.05.06,63.9,baseline,10,2,2,2
2019.05.07,80.7,baseline,5,0,0,0
2019.05.08,91.0,baseline,12,7,3,0
2019.05.09,176.3,low risk,8,2,0,0
2019.05.10,173.1,low risk,7,4,1,0
2019.05.11,131.1,baseline,19,6,2,3
2019.05.12,134.7,baseline,7,1,0,0
2019.05.13,116.3,baseline,9,0,0,2
2019.05.14,108.7,baseline,7,0,0,1
2019.05.15,169.4,low risk,12,5,1,0
2019.05.16,214.3,low risk,7,2,1,0
2019.05.17,162.3,low risk,6,4,0,0
2019.05.18,156.3,low risk,7,2,0,0
2019.05.19,226.5,low risk,6,3,0,0
2019.05.20,208.7,low risk,7,2,0,1
2019.05.21,222.2,low risk,6,3,1,2
2019.05.22,166.2,low risk,13,4,0,0
2019.05.23,127.8,baseline,5,0,0,0
2019.05.24,106.9,baseline,7,0,0,1
2019.05.25,160.1,low risk,14,3,2,2
2019.05.26,136.4,baseline,9,5,0,1
2019.05.27,119.2,baseline,7,5,1,0
2019.05.28,139.5,baseline,4,1,0,0
2019.05.29,138.6,baseline,8,2,0,0
2019.05.30,151.3,low risk,7,1,0,0
2019.05.31,149.4,baseline,9,0,2,0
2019.06.01,195.5,low risk,6,1,1,1
2019.06.02,201.8,low risk,12,5,0,1
2019.06.03,211.7,low risk,4,0,2,0
2019.06.04,135.3,baseline,7,3,0,0
2019.06.05,197.2,low risk,12,3,0,2
2019.06.06,216.2,low risk,11,2,3,0
2019.06.07,283.3,low risk,13,4,1,0
2019.06.08,353.9,elevated risk signals,10,6,4,0
2019.06.09,408.6,elevated risk signals,4,0,2,0
2019.06.10,450.3,elevated risk signals,6,5,0,1
2019.06.11,408.8,elevated risk signals,10,2,3,1
2019.06.12,427.1,elevated risk signals,13,8,8,1
2019.06.13,489.6,elevated risk signals,16,11,8,1
2019.06.14,535.4,regulation tightening,5,3,4,0
2019.06.15,548.4,regulation tightening,9,3,6,0
2019.06.16,581.1,regulation tightening,11,7,9,1
2019.06.17,554.5,regulation tightening,9,5,5,2
2019.06.18,520.4,regulation tightening,16,5,11,0
2019.06.19,568.1,regulation tightening,12,9,8,0
2019.06.20,558.5,regulation tightening,17,11,15,1
2019.06.21,548.4,regulation tightening,13,6,9,0
2019.06.22,578.4,regulation tightening,22,13,16,1
2019.06.23,557.4,regulation tightening,7,3,5,0
2019.06.24,532.8,regulation tightening,12,7,8,0
2019.06.25,597.3,regulation tightening,10,7,7,0
2019.06.26,603.7,regulation tightening,8,7,6,0
2019.06.27,608.1,regulation tightening,15,10,10,0
2019.06.28,626.4,regulation tightening,12,11,9,1
2019.06.29,515.5,regulation tightening,11,4,9,0
2019.06.30,490.6,elevated risk signals,12,9,7,1
2019.07.01,517.0,regulation tightening,17,12,14,1
2019.07.02,511.0,regulation tightening,12,11,7,1
2019.07.03,582.2,regulation tightening,11,8,7,0
2019.07.04,602.2,regulation tightening,11,4,7,2
2019.07.05,629.4,regulation tightening,14,7,10,1
2019.07.06,595.4,regulation tightening,14,11,11,0
2019.07.07,614.2,regulation tightening,13,8,9,0
2019.07.08,633.9,regulation tightening,14,10,11,0
2019.07.09,619.9,regulation tightening,11,7,7,0
2019.07.10,529.6,regulation tightening,13,10,10,0
2019.07.11,520.3,regulation tightening,8,8,5,0
2019.07.12,548.9,regulation tightening,9,4,8,1
2019.07.13,580.5,regulation tightening,14,9,9,1
2019.07.14,550.2,regulation tightening,12,7,11,1
2019.07.15,512.6,regulation tightening,11,8,9,1
2019.07.16,527.3,regulation tightening,22,11,15,1
2019.07.17,532.4,regulation tightening,17,16,11,3
2019.07.18,524.4,regulation tightening,10,6,7,0
2019.07.19,540.3,regulation tightening,14,9,12,1
2019.07.20,560.5,regulation tightening,17,11,13,0
2019.07.21,563.5,regulation tightening,6,4,4,0
2019.07.22,507.2,regulation tightening,12,7,7,1
2019.07.23,492.0,elevated risk signals,14,7,8,1
2019.07.24,507.8,regulation tightening,5,5,4,0
2019.07.25,547.0,regulation tightening,16,10,13,1
2019.07.26,532.0,regulation tightening,9,5,8,0
2019.07.27,446.8,elevated risk signals,17,14,12,0
2019.07.28,432.0,elevated risk signals,12,9,6,1
2019.07.29,438.7,elevated risk signals,15,11,10,1
2019.07.30,383.7,elevated risk signals,12,10,9,0
2019.07.31,379.4,elevated risk signals,6,5,6,0
2019.08.01,380.6,elevated risk signals,12,6,7,1
2019.08.02,444.2,elevated risk signals,11,5,6,0
2019.08.03,457.7,elevated risk signals,14,10,11,0
2019.08.04,448.9,elevated risk signals,14,9,12,0
2019.08.05,427.5,elevated risk signals,19,13,12,1
2019.08.06,453.0,elevated risk signals,10,2,8,0
2019.08.07,443.3,elevated risk signals,10,5,7,0
2019.08.08,465.5,elevated risk signals,14,9,10,0
2019.08.09,499.5,elevated risk signals,15,11,9,1
2019.08.10,561.4,regulation tightening,11,9,8,0
2019.08.11,572.6,regulation tightening,8,8,6,1
2019.08.12,599.7,regulation tightening,10,6,7,2
2019.08.13,604.5,regulation tightening,10,7,10,1
2019.08.14,567.2,regulation tightening,7,5,5,1
2019.08.15,541.4,regulation tightening,11,7,8,0
2019.08.16,567.0,regulation tightening,11,6,4,0
2019.08.17,573.9,regulation tightening,11,9,7,0
2019.08.18,554.0,regulation tightening,13,7,11,0
2019.08.19,547.5,regulation tightening,22,18,13,2
2019.08.20,510.3,regulation tightening,7,4,5,0
2019.08.21,526.6,regulation tightening,9,4,7,0
2019.08.22,504.5,regulation tightening,12,5,10,0
2019.08.23,437.1,elevated risk signals,16,9,13,2
2019.08.24,448.9,elevated risk signals,12,4,8,0
2019.08.25,481.8,elevated risk signals,15,12,12,1
2019.08.26,508.0,regulation tightening,9,5,5,0
2019.08.27,571.7,regulation tightening,12,7,8,1
2019.08.28,604.1,regulation tightening,14,10,7,0
2019.08.29,643.9,regulation tightening,14,8,11,0
2019.08.30,612.6,regulation tightening,13,10,10,2
2019.08.31,583.1,regulation tightening,12,8,9,0
2019.09.01,536.0,regulation tightening,14,9,10,1
2019.09.02,533.7,regulation tightening,16,12,8,1
2019.09.03,608.1,regulation tightening,7,0,7,1
2019.09.04,651.4,regulation tightening,11,5,8,0
2019.09.05,621.3,regulation tightening,11,4,8,2
2019.09.06,592.6,regulation tightening,12,9,9,0
2019.09.07,579.5,regulation tightening,15,5,13,2
2019.09.08,567.6,regulation tightening,20,9,15,0
2019.09.09,611.0,regulation tightening,9,6,6,0
2019.09.10,637.4,regulation tightening,13,8,10,1
2019.09.11,675.1,regulation tightening,17,10,9,2
2019.09.12,608.3,regulation tightening,12,8,8,0
2019.09.13,614.5,regulation tightening,8,4,5,0
2019.09.14,608.2,regulation tightening,18,13,13,1
2019.09.15,576.4,regulation tightening,15,12,10,0
2019.09.16,538.0,regulation tightening,11,10,8,0
2019.09.17,467.5,elevated risk signals,12,8,9,0
2019.09.18,438.9,elevated risk signals,12,9,6,0
2019.09.19,477.2,elevated risk signals,14,10,12,0
2019.09.20,523.4,regulation tightening,11,7,6,0
2019.09.21,525.1,regulation tightening,10,4,9,1
2019.09.22,512.3,regulation tightening,13,7,9,3
2019.09.23,472.7,elevated risk signals,9,7,6,0
2019.09.24,479.8,elevated risk signals,14,9,10,1
2019.09.25,499.7,elevated risk signals,21,14,18,1
2019.09.26,507.0,regulation tightening,11,6,6,1
2019.09.27,511.2,regulation tightening,7,4,7,0
2019.09.28,476.5,elevated risk signals,13,10,11,1
2019.09.29,492.5,elevated risk signals,14,6,8,1
2019.09.30,520.1,regulation tightening,13,10,6,0
2019.10.01,537.8,regulation tightening,14,10,11,0
2019.10.02,458.4,elevated risk signals,14,7,9,1
2019.10.03,499.2,elevated risk signals,8,4,5,0
2019.10.04,548.8,regulation tightening,14,8,8,0
2019.10.05,560.5,regulation tightening,9,7,7,1
2019.10.06,594.9,regulation tightening,11,8,9,0
2019.10.07,579.1,regulation tightening,10,7,8,0
2019.10.08,536.4,regulation tightening,17,10,13,1
2019.10.09,557.4,regulation tightening,9,4,4,0
2019.10.10,553.1,regulation tightening,10,6,8,0
2019.10.11,535.4,regulation tightening,24,15,19,1
2019.10.12,486.2,elevated risk signals,21,19,13,0
2019.10.13,437.0,elevated risk signals,13,11,9,0
2019.10.14,490.9,elevated risk signals,13,9,8,0
2019.10.15,573.7,regulation tightening,15,12,11,3
2019.10.16,560.1,regulation tightening,13,9,12,0
2019.10.17,505.7,regulation tightening,8,6,5,0
2019.10.18,543.4,regulation tightening,11,6,7,0
2019.10.19,534.6,regulation tightening,14,11,8,0
2019.10.20,548.4,regulation tightening,5,5,4,0
2019.10.21,523.8,regulation tightening,20,12,14,1
2019.10.22,580.2,regulation tightening,19,9,13,1
2019.10.23,495.5,elevated risk signals,9,4,9,1
2019.10.24,472.6,elevated risk signals,2,2,1,0
2019.10.25,494.1,elevated risk signals,10,3,6,1
2019.10.26,565.7,regulation tightening,7,3,6,0
2019.10.27,546.4,regulation tightening,12,10,8,0
2019.10.28,552.0,regulation tightening,14,9,11,0
2019.10.29,545.6,regulation tightening,15,13,10,0
2019.10.30,526.9,regulation tightening,14,6,10,1
2019.10.31,514.3,regulation tightening,11,8,6,0
2019.11.01,455.0,elevated risk signals,11,7,8,0
2019.11.02,444.7,elevated risk signals,8,7,8,2
2019.11.03,444.8,elevated risk signals,8,3,4,0
2019.11.04,502.1,regulation tightening,17,12,12,0
2019.11.05,527.2,regulation tightening,7,7,1,1
2019.11.06,518.0,regulation tightening,13,5,8,0
2019.11.07,554.6,regulation tightening,8,6,6,2
2019.11.08,538.3,regulation tightening,11,8,8,1
2019.11.09,540.0,regulation tightening,9,4,3,1
2019.11.10,542.0,regulation tightening,10,7,6,0
2019.11.11,485.5,elevated risk signals,14,7,6,1
2019.11.12,522.0,regulation tightening,8,6,7,1
2019.11.13,524.2,regulation tightening,12,7,8,2
2019.11.14,516.5,regulation tightening,18,5,10,0
2019.11.15,504.5,regulation tightening,10,6,4,0
2019.11.16,501.2,regulation tightening,17,9,8,0
2019.11.17,490.9,elevated risk signals,8,4,4,0
2019.11.18,464.2,elevated risk signals,8,5,4,0
2019.11.19,421.3,elevated risk signals,5,4,3,0
2019.11.20,419.5,elevated risk signals,11,7,5,0
2019.11.21,389.0,elevated risk signals,15,7,11,0
2019.11.22,364.5,elevated risk signals,9,3,5,1
2019.11.23,318.3,elevated risk signals,8,2,2,0
2019.11.24,378.4,elevated risk signals,11,6,2,0
2019.11.25,387.9,elevated risk signals,10,4,5,1
2019.11.26,419.4,elevated risk signals,6,4,3,0
2019.11.27,425.7,elevated risk signals,8,7,4,0
2019.11.28,402.4,elevated risk signals,8,2,5,1
2019.11.29,447.2,elevated risk signals,10,5,5,0
2019.11.30,469.8,elevated risk signals,6,2,4,0
2019.12.01,488.1,elevated risk signals,9,5,5,1
2019.12.02,474.4,elevated risk signals,4,3,2,2
2019.12.03,459.4,elevated risk signals,9,5,5,1
2019.12.04,432.1,elevated risk signals,18,11,8,1
2019.12.05,394.6,elevated risk signals,13,6,3,0
2019.12.06,409.7,elevated risk signals,12,5,3,1
2019.12.07,413.8,elevated risk signals,13,9,8,0
2019.12.08,435.7,elevated risk signals,5,1,1,1
2019.12.09,471.1,elevated risk signals,10,4,4,0
2019.12.10,439.5,elevated risk signals,11,6,6,0
2019.12.11,337.7,elevated risk signals,11,5,9,0
2019.12.12,393.2,elevated risk signals,5,3,1,0
2019.12.13,421.8,elevated risk signals,10,5,4,1
2019.12.14,385.0,elevated risk signals,12,7,5,1
2019.12.15,371.0,elevated risk signals,11,6,2,2
2019.12.16,378.6,elevated risk signals,9,5,5,0
2019.12.17,387.4,elevated risk signals,12,4,6,4
2019.12.18,350.2,elevated risk signals,12,5,7,0
2019.12.19,369.2,elevated risk signals,17,9,10,1
2019.12.20,354.1,elevated risk signals,9,3,0,0
2019.12.21,342.3,elevated risk signals,6,0,2,0
2019.12.22,341.1,elevated risk signals,14,4,7,2
2019.12.23,364.0,elevated risk signals,17,8,8,1
2019.12.24,457.2,elevated risk signals,11,3,5,1
2019.12.25,385.4,elevated risk signals,17,8,6,2
2019.12.26,409.1,elevated risk signals,5,3,1,0
2019.12.27,354.9,elevated risk signals,15,6,6,0
2019.12.28,367.9,elevated risk signals,11,7,6,2
2019.12.29,371.3,elevated risk signals,8,3,5,1
2019.12.30,373.5,elevated risk signals,8,3,2,0
2019.12.31,350.3,elevated risk signals,7,2,5,0
2020.01.01,354.5,elevated risk signals,9,2,2,0
2020.01.02,363.8,elevated risk signals,5,3,1,1
2020.01.03,375.3,elevated risk signals,6,2,2,0
2020.01.04,324.5,elevated risk signals,11,7,3,0
2020.01.05,337.2,elevated risk signals,10,1,3,1
2020.01.06,391.9,elevated risk signals,14,4,5,0
2020.01.07,340.9,elevated risk signals,12,7,5,0
2020.01.08,358.1,elevated risk signals,5,2,2,0
2020.01.09,333.1,elevated risk signals,8,1,1,0
2020.01.10,372.8,elevated risk signals,8,5,2,0
2020.01.11,380.8,elevated risk signals,14,7,8,1
2020.01.12,383.0,elevated risk signals,11,8,3,0
2020.01.13,339.8,elevated risk signals,11,5,2,1
2020.01.14,325.0,elevated risk signals,9,4,3,0
2020.01.15,291.3,low risk,11,5,3,1
2020.01.16,274.6,low risk,7,2,5,0
2020.01.17,221.0,low risk,13,4,6,2
2020.01.18,245.0,low risk,15,7,4,0
2020.01.19,201.4,low risk,8,3,3,1
2020.01.20,196.9,low risk,15,6,9,1
2020.01.21,208.2,low risk,14,6,7,3
2020.01.22,265.7,low risk,15,6,3,2
2020.01.23,298.2,low risk,9,3,3,0
2020.01.24,342.1,elevated risk signals,10,3,4,1
2020.01.25,333.7,elevated risk signals,9,3,5,0
2020.01.26,366.0,elevated risk signals,12,5,2,2
2020.01.27,405.3,elevated risk signals,3,1,0,0
2020.01.28,389.8,elevated risk signals,12,4,3,1
2020.01.29,337.9,elevated risk signals,8,2,3,0
2020.01.30,279.1,low risk,10,4,4,2
2020.01.31,294.4,low risk,9,3,2,1
2020.02.01,207.7,low risk,9,6,4,0
2020.02.02,228.2,low risk,6,2,0,1
2020.02.03,216.2,low risk,10,3,2,0
2020.02.04,198.1,low risk,8,3,1,0
2020.02.05,209.4,low risk,10,4,3,1
2020.02.06,238.7,low risk,8,2,5,1
2020.02.07,249.5,low risk,7,2,3,1
2020.02.08,225.0,low risk,10,4,2,1
2020.02.09,244.6,low risk,5,2,1,0
2020.02.10,218.2,low risk,7,2,1,0
2020.02.11,208.0,low risk,9,3,3,0
2020.02.12,232.7,low risk,10,4,2,1
2020.02.13,211.7,low risk,9,5,3,1
2020.02.14,183.2,low risk,10,4,2,2
2020.02.15,241.7,low risk,13,6,3,0
2020.02.16,281.3,low risk,8,3,4,1
2020.02.17,213.3,low risk,6,3,2,0
2020.02.18,226.1,low risk,9,3,1,0
2020.02.19,200.9,low risk,8,3,3,1
2020.02.20,162.4,low risk,14,4,2,3
2020.02.21,198.7,low risk,11,4,1,3
2020.02.22,148.4,baseline,2,0,1,1
2020.02.23,214.7,low risk,11,3,2,0
2020.02.24,235.5,low risk,14,3,3,0
2020.02.25,205.7,low risk,8,1,2,0
2020.02.26,161.3,low risk,6,1,2,0
2020.02.27,152.1,low risk,8,6,2,2
2020.02.28,196.0,low risk,13,5,5,1
2020.02.29,145.8,baseline,12,3,0,1
2020.03.01,142.4,baseline,10,4,1,2
2020.03.02,163.2,low risk,7,3,4,2
2020.03.03,148.1,baseline,11,4,4,0
2020.03.04,95.6,baseline,13,4,1,2
2020.03.05,122.9,baseline,10,3,4,0
2020.03.06,182.4,low risk,8,5,1,0
2020.03.07,205.7,low risk,5,2,0,1
2020.03.08,169.4,low risk,5,0,0,1
2020.03.09,129.0,baseline,15,3,5,1
2020.03.10,193.5,low risk,11,5,1,3
2020.03.11,193.5,low risk,12,2,2,3
2020.03.12,184.5,low risk,7,3,2,1
2020.03.13,202.6,low risk,7,1,1,2
2020.03.14,173.1,low risk,15,7,3,3
2020.03.15,157.1,low risk,7,0,1,3
2020.03.16,166.0,low risk,10,2,2,0
2020.03.17,95.5,baseline,6,2,0,0
2020.03.18,138.8,baseline,7,0,2,1
2020.03.19,145.5,baseline,14,4,3,1
2020.03.20,107.9,baseline,11,6,2,0
2020.03.21,111.5,baseline,3,0,0,0
2020.03.22,107.1,baseline,11,6,3,4
